Entity,Code,Year,Sugar beet | 00000157 || Production | 005510 || tonnes
France,FRA,1961,13235800
France,FRA,1962,11564700
France,FRA,1963,13951370
France,FRA,1964,16241370
France,FRA,1965,16960944
France,FRA,1966,12889340
France,FRA,1967,12768740
France,FRA,1968,17556848
France,FRA,1969,17900144
France,FRA,1970,17539488
France,FRA,1971,19967904
France,FRA,1972,19275648
France,FRA,1973,22688576
France,FRA,1974,21556176
France,FRA,1975,23655632
France,FRA,1976,22868784
France,FRA,1977,27132688
France,FRA,1978,24487648
France,FRA,1979,26059696
France,FRA,1980,28442000
France,FRA,1981,36429008
France,FRA,1982,32331008
France,FRA,1983,26319008
France,FRA,1984,28752000
France,FRA,1985,29977008
France,FRA,1986,25830000
France,FRA,1987,26471008
France,FRA,1988,28588080
France,FRA,1989,28314000
France,FRA,1990,31746304
France,FRA,1991,29409896
France,FRA,1992,31534288
France,FRA,1993,31619824
France,FRA,1994,28898195
France,FRA,1995,30342117
France,FRA,1996,30921147
France,FRA,1997,34005439
France,FRA,1998,30789880
France,FRA,1999,32473614
France,FRA,2000,31120959
France,FRA,2001,26847121
France,FRA,2002,33463755
France,FRA,2003,29329541
France,FRA,2004,30788266
France,FRA,2005,31149552
France,FRA,2006,29871449
France,FRA,2007,33229782
France,FRA,2008,30321172
France,FRA,2009,35160333
France,FRA,2010,31874920
France,FRA,2011,37944864
France,FRA,2012,33077399
France,FRA,2013,33630536
France,FRA,2014,37844567
France,FRA,2015,33507670
France,FRA,2016,34573877
France,FRA,2017,46300141
France,FRA,2018,39914030
France,FRA,2019,38024390
France,FRA,2020,26195460
Georgia,GEO,1992,24000
Georgia,GEO,1993,12500
Georgia,GEO,1994,8200
Georgia,GEO,1995,12500
Georgia,GEO,1996,360
Georgia,GEO,1997,3989
Georgia,GEO,1998,2841
Georgia,GEO,1999,300
Georgia,GEO,2000,300
Georgia,GEO,2001,352
Georgia,GEO,2002,300
Georgia,GEO,2003,150
Georgia,GEO,2004,0
Georgia,GEO,2005,0
Georgia,GEO,2006,0
Georgia,GEO,2007,0
Germany,DEU,1961,14286746
Germany,DEU,1962,14361905
Germany,DEU,1963,19011312
Germany,DEU,1964,19387216
Germany,DEU,1965,16499783
Germany,DEU,1966,19315600
Germany,DEU,1967,20771440
Germany,DEU,1968,21078736
Germany,DEU,1969,18247184
Germany,DEU,1970,19592736
Germany,DEU,1971,19813248
Germany,DEU,1972,21988016
Germany,DEU,1973,23235216
Germany,DEU,1974,23973936
Germany,DEU,1975,25494640
Germany,DEU,1976,24035936
Germany,DEU,1977,29226752
Germany,DEU,1978,26345568
Germany,DEU,1979,25035440
Germany,DEU,1980,26155888
Germany,DEU,1981,32426096
Germany,DEU,1982,29925456
Germany,DEU,1983,22005984
Germany,DEU,1984,27882960
Germany,DEU,1985,28210272
Germany,DEU,1986,28007104
Germany,DEU,1987,26731984
Germany,DEU,1988,23215568
Germany,DEU,1989,26986704
Germany,DEU,1990,30366304
Germany,DEU,1991,25925733
Germany,DEU,1992,27149872
Germany,DEU,1993,28605780
Germany,DEU,1994,24211265
Germany,DEU,1995,26048756
Germany,DEU,1996,26064135
Germany,DEU,1997,25768883
Germany,DEU,1998,26787164
Germany,DEU,1999,27568807
Germany,DEU,2000,27870100
Germany,DEU,2001,24729921
Germany,DEU,2002,26794334
Germany,DEU,2003,23715735
Germany,DEU,2004,27158966
Germany,DEU,2005,25284700
Germany,DEU,2006,20646600
Germany,DEU,2007,25139137
Germany,DEU,2008,23002600
Germany,DEU,2009,25919041
Germany,DEU,2010,23431929
Germany,DEU,2011,29577500
Germany,DEU,2012,27686800
Germany,DEU,2013,22828700
Germany,DEU,2014,29748100
Germany,DEU,2015,22572000
Germany,DEU,2016,27065500
Germany,DEU,2017,34059900
Germany,DEU,2018,26191400
Germany,DEU,2019,29728300
Germany,DEU,2020,28618100
Greece,GRC,1961,51525
Greece,GRC,1962,208353
Greece,GRC,1963,324836
Greece,GRC,1964,524739
Greece,GRC,1965,654704
Greece,GRC,1966,727103
Greece,GRC,1967,862081
Greece,GRC,1968,687988
Greece,GRC,1969,1036326
Greece,GRC,1970,1358715
Greece,GRC,1971,1380455
Greece,GRC,1972,1171155
Greece,GRC,1973,1422400
Greece,GRC,1974,1510887
Greece,GRC,1975,2665743
Greece,GRC,1976,2894214
Greece,GRC,1977,2347145
Greece,GRC,1978,2718936
Greece,GRC,1979,2749221
Greece,GRC,1980,1664455
Greece,GRC,1981,2552528
Greece,GRC,1982,2452321
Greece,GRC,1983,2412663
Greece,GRC,1984,1775000
Greece,GRC,1985,2515000
Greece,GRC,1986,2516000
Greece,GRC,1987,2025000
Greece,GRC,1988,2000000
Greece,GRC,1989,3435000
Greece,GRC,1990,2760000
Greece,GRC,1991,2571000
Greece,GRC,1992,3000000
Greece,GRC,1993,3010632
Greece,GRC,1994,2562967
Greece,GRC,1995,2544052
Greece,GRC,1996,2366115
Greece,GRC,1997,2823399
Greece,GRC,1998,2195139
Greece,GRC,1999,2418325
Greece,GRC,2000,3010975
Greece,GRC,2001,2890672
Greece,GRC,2002,2833640
Greece,GRC,2003,2206310
Greece,GRC,2004,2290950
Greece,GRC,2005,2552671
Greece,GRC,2006,1904788
Greece,GRC,2007,854141
Greece,GRC,2008,828025
Greece,GRC,2009,1409250
Greece,GRC,2010,889400
Greece,GRC,2011,581483
Greece,GRC,2012,647827
Greece,GRC,2013,453916
Greece,GRC,2014,455973
Greece,GRC,2015,353080
Greece,GRC,2016,313890
Greece,GRC,2017,392263
Greece,GRC,2018,64270
Greece,GRC,2019,79370
Greece,GRC,2020,89000
High-income countries,,1961,95473921
High-income countries,,1962,89790082
High-income countries,,1963,107003230
High-income countries,,1964,115046137
High-income countries,,1965,107711850
High-income countries,,1966,113816621
High-income countries,,1967,121014005
High-income countries,,1968,130028994
High-income countries,,1969,121297247
High-income countries,,1970,121703375
High-income countries,,1971,126981201
High-income countries,,1972,133822590
High-income countries,,1973,134297942
High-income countries,,1974,126668832
High-income countries,,1975,151977935
High-income countries,,1976,156434428
High-income countries,,1977,158994524
High-income countries,,1978,152363193
High-income countries,,1979,146695829
High-income countries,,1980,148629663
High-income countries,,1981,181964670
High-income countries,,1982,170073471
High-income countries,,1983,145217048
High-income countries,,1984,161568705
High-income countries,,1985,155429671
High-income countries,,1986,160419286
High-income countries,,1987,160910927
High-income countries,,1988,156057293
High-income countries,,1989,167001955
High-income countries,,1990,172323452
High-income countries,,1991,159071228
High-income countries,,1992,168680655
High-income countries,,1993,169442730
High-income countries,,1994,161256673
High-income countries,,1995,164822536
High-income countries,,1996,171155371
High-income countries,,1997,177483556
High-income countries,,1998,174855330
High-income countries,,1999,177673945
High-income countries,,2000,178785354
High-income countries,,2001,158485315
High-income countries,,2002,179552029
High-income countries,,2003,160884273
High-income countries,,2004,172479834
High-income countries,,2005,172070457
High-income countries,,2006,153595597
High-income countries,,2007,155752681
High-income countries,,2008,133445024
High-income countries,,2009,148922419
High-income countries,,2010,139835776
High-income countries,,2011,158931259
High-income countries,,2012,154127552
High-income countries,,2013,145351979
High-income countries,,2014,165298631
High-income countries,,2015,140279189
High-income countries,,2016,153404419
High-income countries,,2017,181962595
High-income countries,,2018,157372998
High-income countries,,2019,153622034
High-income countries,,2020,143505967
Hungary,HUN,1961,2355544
Hungary,HUN,1962,2658447
Hungary,HUN,1963,3437954
Hungary,HUN,1964,3560412
Hungary,HUN,1965,3452010
Hungary,HUN,1966,3570000
Hungary,HUN,1967,3356097
Hungary,HUN,1968,3471292
Hungary,HUN,1969,3302572
Hungary,HUN,1970,2174916
Hungary,HUN,1971,2023441
Hungary,HUN,1972,2909282
Hungary,HUN,1973,2753666
Hungary,HUN,1974,3708393
Hungary,HUN,1975,4089021
Hungary,HUN,1976,3942299
Hungary,HUN,1977,3889542
Hungary,HUN,1978,4192048
Hungary,HUN,1979,3927496
Hungary,HUN,1980,3940990
Hungary,HUN,1981,4719178
Hungary,HUN,1982,5370796
Hungary,HUN,1983,3782814
Hungary,HUN,1984,4359913
Hungary,HUN,1985,4072595
Hungary,HUN,1986,3760000
Hungary,HUN,1987,4257531
Hungary,HUN,1988,4510824
Hungary,HUN,1989,5301468
Hungary,HUN,1990,4742660
Hungary,HUN,1991,5866880
Hungary,HUN,1992,2928419
Hungary,HUN,1993,2182060
Hungary,HUN,1994,3370322
Hungary,HUN,1995,4198700
Hungary,HUN,1996,4677117
Hungary,HUN,1997,3690960
Hungary,HUN,1998,3361022
Hungary,HUN,1999,2933504
Hungary,HUN,2000,1976192
Hungary,HUN,2001,2903000
Hungary,HUN,2002,2273845
Hungary,HUN,2003,1812422
Hungary,HUN,2004,3527105
Hungary,HUN,2005,3515865
Hungary,HUN,2006,2454225
Hungary,HUN,2007,1692800
Hungary,HUN,2008,573160
Hungary,HUN,2009,737014
Hungary,HUN,2010,818941
Hungary,HUN,2011,856368
Hungary,HUN,2012,881720
Hungary,HUN,2013,990710
Hungary,HUN,2014,1066750
Hungary,HUN,2015,910915
Hungary,HUN,2016,1121247
Hungary,HUN,2017,1075625
Hungary,HUN,2018,958080
Hungary,HUN,2019,823500
Hungary,HUN,2020,780460
Iran,IRN,1961,810440
Iran,IRN,1962,1032000
Iran,IRN,1963,1191000
Iran,IRN,1964,1028000
Iran,IRN,1965,1411000
Iran,IRN,1966,2463000
Iran,IRN,1967,2833000
Iran,IRN,1968,3411586
Iran,IRN,1969,3484272
Iran,IRN,1970,3455000
Iran,IRN,1971,3772000
Iran,IRN,1972,3639000
Iran,IRN,1973,3881000
Iran,IRN,1974,4075000
Iran,IRN,1975,4670000
Iran,IRN,1976,5271760
Iran,IRN,1977,4187536
Iran,IRN,1978,3659701
Iran,IRN,1979,3824200
Iran,IRN,1980,3639786
Iran,IRN,1981,3252592
Iran,IRN,1982,4321039
Iran,IRN,1983,3648501
Iran,IRN,1984,3391820
Iran,IRN,1985,3923729
Iran,IRN,1986,4965136
Iran,IRN,1987,4455537
Iran,IRN,1988,3669393
Iran,IRN,1989,3535422
Iran,IRN,1990,3641426
Iran,IRN,1991,5000278
Iran,IRN,1992,6005308
Iran,IRN,1993,5407658
Iran,IRN,1994,5294729
Iran,IRN,1995,5521298
Iran,IRN,1996,3686568
Iran,IRN,1997,4754135
Iran,IRN,1998,4987417
Iran,IRN,1999,5548282
Iran,IRN,2000,4332172
Iran,IRN,2001,4649017
Iran,IRN,2002,6097532
Iran,IRN,2003,5933174
Iran,IRN,2004,4916336
Iran,IRN,2005,4902387
Iran,IRN,2006,6709113
Iran,IRN,2007,5407236
Iran,IRN,2008,1713654
Iran,IRN,2009,2014909
Iran,IRN,2010,3866499
Iran,IRN,2011,4702825
Iran,IRN,2012,4069845
Iran,IRN,2013,3467395
Iran,IRN,2014,4730995
Iran,IRN,2015,5594240
Iran,IRN,2016,5965628
Iran,IRN,2017,8388452
Iran,IRN,2018,6290599
Iran,IRN,2019,5680584
Iran,IRN,2020,6225795
Iraq,IRQ,1961,10000
Iraq,IRQ,1962,10000
Iraq,IRQ,1963,10000
Iraq,IRQ,1964,15000
Iraq,IRQ,1965,27648
Iraq,IRQ,1966,26136
Iraq,IRQ,1967,40742
Iraq,IRQ,1968,42354
Iraq,IRQ,1969,31681
Iraq,IRQ,1970,54156
Iraq,IRQ,1971,78192
Iraq,IRQ,1972,74320
Iraq,IRQ,1973,53878
Iraq,IRQ,1974,61692
Iraq,IRQ,1975,49424
Iraq,IRQ,1976,72178
Iraq,IRQ,1977,75254
Iraq,IRQ,1978,53790
Iraq,IRQ,1979,37200
Iraq,IRQ,1980,32000
Iraq,IRQ,1981,15900
Iraq,IRQ,1982,7400
Iraq,IRQ,1983,10000
Iraq,IRQ,1984,155000
Iraq,IRQ,1985,125000
Iraq,IRQ,1986,130000
Iraq,IRQ,1987,130000
Iraq,IRQ,1988,150000
Iraq,IRQ,1989,150000
Iraq,IRQ,1990,150000
Iraq,IRQ,1991,1610
Iraq,IRQ,1992,1610
Iraq,IRQ,1993,1610
Iraq,IRQ,1994,1610
Iraq,IRQ,1995,1610
Iraq,IRQ,1996,1696
Iraq,IRQ,1997,1837
Iraq,IRQ,1998,1979
Iraq,IRQ,1999,2120
Iraq,IRQ,2000,2262
Iraq,IRQ,2001,2403
Iraq,IRQ,2002,675
Iraq,IRQ,2003,65
Iraq,IRQ,2004,70
Iraq,IRQ,2005,70
Iraq,IRQ,2006,19000
Iraq,IRQ,2007,18000
Iraq,IRQ,2008,17000
Iraq,IRQ,2009,18000
Iraq,IRQ,2010,19542
Iraq,IRQ,2011,24827
Iraq,IRQ,2012,27547
Iraq,IRQ,2013,30322
Iraq,IRQ,2014,31042
Iraq,IRQ,2015,31025
Iraq,IRQ,2016,31269
Iraq,IRQ,2017,32088
Iraq,IRQ,2018,31461
Iraq,IRQ,2019,31606
Iraq,IRQ,2020,31718
Ireland,IRL,1961,892092
Ireland,IRL,1962,930702
Ireland,IRL,1963,952039
Ireland,IRL,1964,893108
Ireland,IRL,1965,759372
Ireland,IRL,1966,704123
Ireland,IRL,1967,956200
Ireland,IRL,1968,1092700
Ireland,IRL,1969,916500
Ireland,IRL,1970,982500
Ireland,IRL,1971,1218100
Ireland,IRL,1972,1094511
Ireland,IRL,1973,1321600
Ireland,IRL,1974,925900
Ireland,IRL,1975,1429700
Ireland,IRL,1976,1468000
Ireland,IRL,1977,1398000
Ireland,IRL,1978,1456000
Ireland,IRL,1979,1322000
Ireland,IRL,1980,1156000
Ireland,IRL,1981,1319000
Ireland,IRL,1982,1660000
Ireland,IRL,1983,1630000
Ireland,IRL,1984,1694000
Ireland,IRL,1985,1309000
Ireland,IRL,1986,1274000
Ireland,IRL,1987,1623000
Ireland,IRL,1988,1334000
Ireland,IRL,1989,1451000
Ireland,IRL,1990,1480000
Ireland,IRL,1991,1409000
Ireland,IRL,1992,1397000
Ireland,IRL,1993,1117000
Ireland,IRL,1994,1390000
Ireland,IRL,1995,1547000
Ireland,IRL,1996,1475600
Ireland,IRL,1997,1648200
Ireland,IRL,1998,1640000
Ireland,IRL,1999,1712100
Ireland,IRL,2000,1829000
Ireland,IRL,2001,1498000
Ireland,IRL,2002,1300700
Ireland,IRL,2003,1505200
Ireland,IRL,2004,1861400
Ireland,IRL,2005,1380000
Ireland,IRL,2006,75600
Ireland,IRL,2007,45000
Ireland,IRL,2008,80000
Ireland,IRL,2009,60000
Ireland,IRL,2010,50432
Ireland,IRL,2011,107177
Ireland,IRL,2012,98269
Ireland,IRL,2013,89360
Ireland,IRL,2014,85510
Ireland,IRL,2015,78318
Ireland,IRL,2016,72000
Ireland,IRL,2017,75000
Ireland,IRL,2018,0
Ireland,IRL,2019,0
Ireland,IRL,2020,0
Israel,ISR,1961,221000
Israel,ISR,1962,221000
Israel,ISR,1963,249900
Israel,ISR,1964,256000
Israel,ISR,1965,294600
Israel,ISR,1966,282000
Israel,ISR,1967,289300
Israel,ISR,1968,247900
Israel,ISR,1969,214700
Israel,ISR,1970,237000
Israel,ISR,1971,258600
Israel,ISR,1972,248500
Israel,ISR,1973,217300
Israel,ISR,1974,116700
Israel,ISR,1975,259000
Israel,ISR,1976,323600
Israel,ISR,1977,320000
Israel,ISR,1978,116700
Israel,ISR,1979,146700
Israel,ISR,1981,98100
Israel,ISR,1990,0
Israel,ISR,1991,0
Israel,ISR,1992,0
Israel,ISR,1993,0
Israel,ISR,1994,0
Israel,ISR,1995,0
Israel,ISR,1996,0
Israel,ISR,1997,0
Israel,ISR,1998,0
Israel,ISR,1999,0
Israel,ISR,2000,0
Israel,ISR,2001,0
Israel,ISR,2002,0
Israel,ISR,2003,0
Israel,ISR,2004,0
Israel,ISR,2005,0
Israel,ISR,2006,0
Israel,ISR,2007,0
Israel,ISR,2008,0
Israel,ISR,2009,0
Italy,ITA,1961,7070900
Italy,ITA,1962,7147600
Italy,ITA,1963,7882100
Italy,ITA,1964,7966300
Italy,ITA,1965,9078800
Italy,ITA,1966,11258800
Italy,ITA,1967,13507100
Italy,ITA,1968,11456700
Italy,ITA,1969,10570900
Italy,ITA,1970,9518000
Italy,ITA,1971,8776200
Italy,ITA,1972,11177100
Italy,ITA,1973,9202800
Italy,ITA,1974,7581700
Italy,ITA,1975,12345500
Italy,ITA,1976,15149200
Italy,ITA,1977,11346400
Italy,ITA,1978,11329100
Italy,ITA,1979,13236400
Italy,ITA,1980,13477600
Italy,ITA,1981,17499696
Italy,ITA,1982,11396500
Italy,ITA,1983,10084100
Italy,ITA,1984,11489700
Italy,ITA,1985,9567200
Italy,ITA,1986,14957800
Italy,ITA,1987,15325200
Italy,ITA,1988,13540600
Italy,ITA,1989,16890704
Italy,ITA,1990,11768400
Italy,ITA,1991,11975220
Italy,ITA,1992,14629669
Italy,ITA,1993,11065100
Italy,ITA,1994,12629340
Italy,ITA,1995,13188320
Italy,ITA,1996,12114200
Italy,ITA,1997,13802671
Italy,ITA,1998,13381800
Italy,ITA,1999,14505400
Italy,ITA,2000,12370000
Italy,ITA,2001,9916000
Italy,ITA,2002,12726038
Italy,ITA,2003,7136499
Italy,ITA,2004,8473024
Italy,ITA,2005,14155683
Italy,ITA,2006,4769614
Italy,ITA,2007,4670302
Italy,ITA,2008,3520855
Italy,ITA,2009,3307681
Italy,ITA,2010,3550100
Italy,ITA,2011,3547947
Italy,ITA,2012,2492466
Italy,ITA,2013,2159381
Italy,ITA,2014,3784435
Italy,ITA,2015,2183878
Italy,ITA,2016,2046297
Italy,ITA,2017,2453568
Italy,ITA,2018,1941480
Italy,ITA,2019,1779130
Italy,ITA,2020,1831090
Japan,JPN,1961,1136000
Japan,JPN,1962,1261000
Japan,JPN,1963,1200000
Japan,JPN,1964,1203000
Japan,JPN,1965,1813000
Japan,JPN,1966,1639000
Japan,JPN,1967,1984000
Japan,JPN,1968,2110000
Japan,JPN,1969,2083000
Japan,JPN,1970,2332000
Japan,JPN,1971,2197000
Japan,JPN,1972,2760000
Japan,JPN,1973,2951000
Japan,JPN,1974,1878000
Japan,JPN,1975,1759000
Japan,JPN,1976,2169000
Japan,JPN,1977,2333000
Japan,JPN,1978,2884000
Japan,JPN,1979,3344000
Japan,JPN,1980,3550000
Japan,JPN,1981,3355000
Japan,JPN,1982,4108000
Japan,JPN,1983,3377000
Japan,JPN,1984,4040000
Japan,JPN,1985,3921000
Japan,JPN,1986,3862000
Japan,JPN,1987,3827000
Japan,JPN,1988,3848511
Japan,JPN,1989,3663925
Japan,JPN,1990,3993571
Japan,JPN,1991,4114784
Japan,JPN,1992,3581000
Japan,JPN,1993,3388000
Japan,JPN,1994,3853000
Japan,JPN,1995,3813000
Japan,JPN,1996,3295000
Japan,JPN,1997,3685000
Japan,JPN,1998,4164000
Japan,JPN,1999,3787000
Japan,JPN,2000,3673000
Japan,JPN,2001,3796000
Japan,JPN,2002,4098000
Japan,JPN,2003,4161000
Japan,JPN,2004,4656000
Japan,JPN,2005,4201000
Japan,JPN,2006,3923000
Japan,JPN,2007,4297000
Japan,JPN,2008,4248000
Japan,JPN,2009,3649000
Japan,JPN,2010,3090000
Japan,JPN,2011,3547000
Japan,JPN,2012,3758000
Japan,JPN,2013,3435000
Japan,JPN,2014,3567000
Japan,JPN,2015,3925000
Japan,JPN,2016,3189000
Japan,JPN,2017,3901000
Japan,JPN,2018,3611000
Japan,JPN,2019,3986000
Japan,JPN,2020,3912000
Kazakhstan,KAZ,1992,1160100
Kazakhstan,KAZ,1993,842700
Kazakhstan,KAZ,1994,432700
Kazakhstan,KAZ,1995,371000
Kazakhstan,KAZ,1996,340650
Kazakhstan,KAZ,1997,127900
Kazakhstan,KAZ,1998,224940
Kazakhstan,KAZ,1999,293900
Kazakhstan,KAZ,2000,272680
Kazakhstan,KAZ,2001,282470
Kazakhstan,KAZ,2002,372210
Kazakhstan,KAZ,2003,423630
Kazakhstan,KAZ,2004,397910
Kazakhstan,KAZ,2005,310840
Kazakhstan,KAZ,2006,338980
Kazakhstan,KAZ,2007,309380
Kazakhstan,KAZ,2008,130200
Kazakhstan,KAZ,2009,181270
Kazakhstan,KAZ,2010,151970
Kazakhstan,KAZ,2011,200415
Kazakhstan,KAZ,2012,151663
Kazakhstan,KAZ,2013,64609
Kazakhstan,KAZ,2014,23882
Kazakhstan,KAZ,2015,174140
Kazakhstan,KAZ,2016,345020
Kazakhstan,KAZ,2017,463197
Kazakhstan,KAZ,2018,504541
Kazakhstan,KAZ,2019,485499
Kazakhstan,KAZ,2020,466308
Kyrgyzstan,KGZ,1992,134600
Kyrgyzstan,KGZ,1993,220200
Kyrgyzstan,KGZ,1994,114200
Kyrgyzstan,KGZ,1995,107400
Kyrgyzstan,KGZ,1996,189831
Kyrgyzstan,KGZ,1997,205467
Kyrgyzstan,KGZ,1998,429200
Kyrgyzstan,KGZ,1999,536140
Kyrgyzstan,KGZ,2000,449800
Kyrgyzstan,KGZ,2001,286640
Kyrgyzstan,KGZ,2002,521485
Kyrgyzstan,KGZ,2003,812265
Kyrgyzstan,KGZ,2004,642392
Kyrgyzstan,KGZ,2005,288834
Kyrgyzstan,KGZ,2006,225993
Kyrgyzstan,KGZ,2007,155432
Kyrgyzstan,KGZ,2008,98000
Kyrgyzstan,KGZ,2009,54000
Kyrgyzstan,KGZ,2010,139174
Kyrgyzstan,KGZ,2011,158818
Kyrgyzstan,KGZ,2012,102010
Kyrgyzstan,KGZ,2013,195415
Kyrgyzstan,KGZ,2014,173609
Kyrgyzstan,KGZ,2015,183226
Kyrgyzstan,KGZ,2016,705183
Kyrgyzstan,KGZ,2017,712278
Kyrgyzstan,KGZ,2018,773034
Kyrgyzstan,KGZ,2019,741128
Kyrgyzstan,KGZ,2020,448772
Land Locked Developing Countries (FAO),,1961,42400
Land Locked Developing Countries (FAO),,1962,60456
Land Locked Developing Countries (FAO),,1963,56225
Land Locked Developing Countries (FAO),,1964,31000
Land Locked Developing Countries (FAO),,1965,56000
Land Locked Developing Countries (FAO),,1966,56000
Land Locked Developing Countries (FAO),,1967,67000
Land Locked Developing Countries (FAO),,1968,62000
Land Locked Developing Countries (FAO),,1969,68000
Land Locked Developing Countries (FAO),,1970,62000
Land Locked Developing Countries (FAO),,1971,60000
Land Locked Developing Countries (FAO),,1972,63300
Land Locked Developing Countries (FAO),,1973,57000
Land Locked Developing Countries (FAO),,1974,66600
Land Locked Developing Countries (FAO),,1975,108500
Land Locked Developing Countries (FAO),,1976,90900
Land Locked Developing Countries (FAO),,1977,97000
Land Locked Developing Countries (FAO),,1978,73000
Land Locked Developing Countries (FAO),,1979,70000
Land Locked Developing Countries (FAO),,1980,35000
Land Locked Developing Countries (FAO),,1981,20000
Land Locked Developing Countries (FAO),,1982,20000
Land Locked Developing Countries (FAO),,1983,16000
Land Locked Developing Countries (FAO),,1984,26000
Land Locked Developing Countries (FAO),,1985,5000
Land Locked Developing Countries (FAO),,1986,5000
Land Locked Developing Countries (FAO),,1987,3000
Land Locked Developing Countries (FAO),,1988,3000
Land Locked Developing Countries (FAO),,1989,3500
Land Locked Developing Countries (FAO),,1990,1500
Land Locked Developing Countries (FAO),,1991,1000
Land Locked Developing Countries (FAO),,1992,3362271
Land Locked Developing Countries (FAO),,1993,3206242
Land Locked Developing Countries (FAO),,1994,2169740
Land Locked Developing Countries (FAO),,1995,2660699
Land Locked Developing Countries (FAO),,1996,2576312
Land Locked Developing Countries (FAO),,1997,2407082
Land Locked Developing Countries (FAO),,1998,2327344
Land Locked Developing Countries (FAO),,1999,2326867
Land Locked Developing Countries (FAO),,2000,2030813
Land Locked Developing Countries (FAO),,2001,1956185
Land Locked Developing Countries (FAO),,2002,2349182
Land Locked Developing Countries (FAO),,2003,2227348
Land Locked Developing Countries (FAO),,2004,2238367
Land Locked Developing Countries (FAO),,2005,1873122
Land Locked Developing Countries (FAO),,2006,2126495
Land Locked Developing Countries (FAO),,2007,1461351
Land Locked Developing Countries (FAO),,2008,1567908
Land Locked Developing Countries (FAO),,2009,1019182
Land Locked Developing Countries (FAO),,2010,1614834
Land Locked Developing Countries (FAO),,2011,1465588
Land Locked Developing Countries (FAO),,2012,1281609
Land Locked Developing Countries (FAO),,2013,1724637
Land Locked Developing Countries (FAO),,2014,1989620
Land Locked Developing Countries (FAO),,2015,1337989
Land Locked Developing Countries (FAO),,2016,2285953
Land Locked Developing Countries (FAO),,2017,2721917
Land Locked Developing Countries (FAO),,2018,2530393
Land Locked Developing Countries (FAO),,2019,2325625
Land Locked Developing Countries (FAO),,2020,1839082
Latvia,LVA,1992,462600
Latvia,LVA,1993,298000
Latvia,LVA,1994,228200
Latvia,LVA,1995,250000
Latvia,LVA,1996,257800
Latvia,LVA,1997,387500
Latvia,LVA,1998,597000
Latvia,LVA,1999,451500
Latvia,LVA,2000,407700
Latvia,LVA,2001,491200
Latvia,LVA,2002,622300
Latvia,LVA,2003,532400
Latvia,LVA,2004,505600
Latvia,LVA,2005,519900
Latvia,LVA,2006,473900
Latvia,LVA,2007,267488
Latvia,LVA,2008,0
Latvia,LVA,2009,0
Latvia,LVA,2010,0
Latvia,LVA,2011,0
Latvia,LVA,2012,0
Latvia,LVA,2013,0
Latvia,LVA,2014,0
Latvia,LVA,2015,0
Latvia,LVA,2016,0
Latvia,LVA,2017,0
Latvia,LVA,2018,0
Latvia,LVA,2019,0
Latvia,LVA,2020,0
Least Developed Countries (FAO),,1961,42400
Least Developed Countries (FAO),,1962,60456
Least Developed Countries (FAO),,1963,56225
Least Developed Countries (FAO),,1964,31000
Least Developed Countries (FAO),,1965,56000
Least Developed Countries (FAO),,1966,56000
Least Developed Countries (FAO),,1967,67000
Least Developed Countries (FAO),,1968,62000
Least Developed Countries (FAO),,1969,68000
Least Developed Countries (FAO),,1970,62000
Least Developed Countries (FAO),,1971,60000
Least Developed Countries (FAO),,1972,63300
Least Developed Countries (FAO),,1973,57000
Least Developed Countries (FAO),,1974,66600
Least Developed Countries (FAO),,1975,108500
Least Developed Countries (FAO),,1976,90900
Least Developed Countries (FAO),,1977,97000
Least Developed Countries (FAO),,1978,73000
Least Developed Countries (FAO),,1979,70000
Least Developed Countries (FAO),,1980,35000
Least Developed Countries (FAO),,1981,20000
Least Developed Countries (FAO),,1982,20000
Least Developed Countries (FAO),,1983,16000
Least Developed Countries (FAO),,1984,26000
Least Developed Countries (FAO),,1985,5000
Least Developed Countries (FAO),,1986,5000
Least Developed Countries (FAO),,1987,3000
Least Developed Countries (FAO),,1988,3000
Least Developed Countries (FAO),,1989,3500
Least Developed Countries (FAO),,1990,1500
Least Developed Countries (FAO),,1991,1000
Least Developed Countries (FAO),,1992,1000
Least Developed Countries (FAO),,1993,1000
Least Developed Countries (FAO),,1994,1000
Least Developed Countries (FAO),,1995,1000
Least Developed Countries (FAO),,1996,1000
Least Developed Countries (FAO),,1997,1000
Least Developed Countries (FAO),,1998,1000
Least Developed Countries (FAO),,1999,1000
Least Developed Countries (FAO),,2000,1000
Least Developed Countries (FAO),,2001,1000
Least Developed Countries (FAO),,2002,1000
Least Developed Countries (FAO),,2003,1000
Least Developed Countries (FAO),,2004,5000
Least Developed Countries (FAO),,2005,3000
Least Developed Countries (FAO),,2006,3000
Least Developed Countries (FAO),,2007,16673
Least Developed Countries (FAO),,2008,17116
Least Developed Countries (FAO),,2009,20400
Least Developed Countries (FAO),,2010,19100
Least Developed Countries (FAO),,2011,19203
Least Developed Countries (FAO),,2012,18564
Least Developed Countries (FAO),,2013,18565
Least Developed Countries (FAO),,2014,15372
Least Developed Countries (FAO),,2015,10120
Least Developed Countries (FAO),,2016,7859
Least Developed Countries (FAO),,2017,8751
Least Developed Countries (FAO),,2018,17318
Least Developed Countries (FAO),,2019,20916
Least Developed Countries (FAO),,2020,13255
Lebanon,LBN,1961,24500
Lebanon,LBN,1962,29900
Lebanon,LBN,1963,35400
Lebanon,LBN,1964,72700
